                                         s                                         | ind 
 534678192672195438198234567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198234567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198234567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198234567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567815764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567815964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567819564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567819764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567821564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567821764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567821964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567825764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567825964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567829564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567829764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567851764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567851964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195438198342567859764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198234567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567815764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567815964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567819564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567819764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567821564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567821764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567821964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567825764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567825964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567829564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567829764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567851764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567851964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678192672195834198342567859764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567812567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567812967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567852761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567852961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567852967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198234567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567812564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567812567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567812764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567812964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567812967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567815764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567815964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567819564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567819764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567851764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567851964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567852761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567852764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567852961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567852964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567852967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195348198342567859764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567812567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567812967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567852761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567852961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567852967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198234567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567812564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567812567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567812764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567812964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567812967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567815764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567815964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567819564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567819764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567851764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567851964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567852761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567852764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567852961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567852964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567852967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195438198342567859764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567812567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567812967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567852761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567852961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567852967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198234567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567812564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567812567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567812764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567812964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567812967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567815764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567815964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567819564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567819764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567851764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567851964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567852761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567852764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567852961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567852964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567852967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912627195834198342567859764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198234567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567815764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567815964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567819564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567819764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567821564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567821764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567821964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567825764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567825964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567829564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567829764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567851764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567851964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195348198342567859764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198234567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567815764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567815964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567819564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567819764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567821564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567821764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567821964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567825764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567825964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567829564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567829764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567851764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567851964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195438198342567859764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198234567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567815764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567815964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567815967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567819564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567819567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567819764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567821564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567821567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567821764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567821964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567821967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567825761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567825764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567825961  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567825964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567825967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567829561  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567829564  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567829567  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567829761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567829764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567851764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567851964  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567851967  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567859761  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 534678912672195834198342567859764  34  8 3  17   2   6 6    28    419  5    8  79 |  34
 5326781946471953281982345678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678215679 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678257619 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281982345678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678157649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678159647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678195647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678215647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678215649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678215679 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678217649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678219647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678257619 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678257649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678259647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678295647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678517649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678519647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471953281983425678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678215679 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678257619 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321982345678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678157649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678159647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678195647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678215647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678215649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
