                                         s                                         | ind 
 53267891464719532819823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719532819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719532819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719532819834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719532819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719583219823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719583219823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719583219823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719583219834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719583219834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891464719583219834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419532819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419532819823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419532819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419532819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419532819834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419532819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419583219823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419583219823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419583219823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419583219834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419583219834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53267891467419583219834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719534819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719534819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719534819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719534819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719543819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719543819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719543819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719543819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719583419823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719583419823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719583419834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819262719583419834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219534819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219534819823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219534819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219534819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219534819834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219534819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219543819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219543819823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219543819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219543819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219543819834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219543819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219583419823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219583419823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219583419823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219583419834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219583419834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467819267219583419834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719534819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719534819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719534819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719534819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719543819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719543819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719543819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719543819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719583419823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719583419823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719583419834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891262719583419834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219534819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219534819823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219534819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219534819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219534819834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219534819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219543819823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219543819823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219543819823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219543819834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219543819834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219543819834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219583419823456781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219583419823456782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219583419823456785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219583419834256781  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219583419834256782  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 53467891267219583419834256785  6   34  8 3  17   2   6 6    28    419  5    8  79 |  30
 532678194647195328198234567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198234567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198234567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198234567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198234567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198234567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198234567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198342567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198342567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198342567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198342567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198342567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198342567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195328198342567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198234567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198234567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198234567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198234567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198234567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198234567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198234567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198342567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198342567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198342567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198342567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198342567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198342567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194647195832198342567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198234567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198234567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198234567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198234567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198234567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198234567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198234567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198342567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198342567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198342567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198342567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198342567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198342567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195328198342567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198234567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198234567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198234567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198234567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198234567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198234567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198234567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198342567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198342567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198342567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198342567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198342567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198342567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678194674195832198342567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198234567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198234567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198234567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198234567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198234567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198234567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198234567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198342567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198342567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198342567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198342567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198342567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198342567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195328198342567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198234567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198234567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198234567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198234567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198234567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198234567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198234567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198342567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198342567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198342567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198342567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198342567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198342567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914647195832198342567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198234567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198234567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198234567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198234567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198234567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198234567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198234567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198342567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198342567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198342567821 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198342567825 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198342567829 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198342567851 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195328198342567859 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195832198234567815 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
 532678914674195832198234567819 6   34  8 3  17   2   6 6    28    419  5    8  79 |  31
